test_key_val.keys,test_key_val.rt,test_key_aro.keys,test_key_aro.rt,test_key_qual.keys,test_key_qual.rt,test_key_ncat.keys,test_key_ncat.rt,test_key_cats.keys,test_key_cats.rt,test_ncat_order.thisRepN,test_ncat_order.thisTrialN,test_ncat_order.thisN,test_ncat_order.thisIndex,test_ncat_order.ran,cond_cat,participant,age,gender,handedness (L/R),site (IMT/Donders),date,expName,psychopyVersion,OS,frameRate,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,test_filename,link,copyright,slider_pre.response,slider_pre.rt,key_val.keys,key_val.rt,key_aro.keys,key_aro.rt,key_qual.keys,key_qual.rt,key_ncat.keys,key_ncat.rt,key_cats.keys,key_cats.rt,ncat_order.thisRepN,ncat_order.thisTrialN,ncat_order.thisN,ncat_order.thisIndex,ncat_order.ran,img_trials.thisRepN,img_trials.thisTrialN,img_trials.thisN,img_trials.thisIndex,img_trials.ran,filename,slider_post.response,slider_post.rt,textbox_openfb.text
,,,,,,,,,,0,1,1,1,1,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,2,2,2,1,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,3,3,3,1,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,4,4,4,1,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,5,5,5,1,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,6,6,6,1,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,7,7,7,1,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,0,1,1,4,1,test5.jpg,https://www.flickr.com/photos/silkebaron/2778692021/in/photolist-5exwk8-CeHF3S-5gg796-95cM2x-LGUrp7-oFgB6-2k7B5QN-aufKzz-hn8Di-8A3htc-8EagiU-4Hvk3Y-2b7s1f8-KSEPr-KSseq-KSrU3-KSu4o-KSsS3-Tp6nDS-KSCUM-VpC5Br-4j8meK-bdrepT-7GRM78-e6Zw96-8cCPed-9ANgBi-oFg73-2GGRxm-5dcivP-7sa8oG-2GGRzW-7CFUnh-3giGx-5Bz4op-3gTuGh-5cSvq6-pUnXj-hwTpWT-48n3iY-e5zg7q-7u7zP8-49195x-3iQDe9-aL7cWX-5exvLk-48n2Yy-toytsg-rw5VR-78NSA2,CC BY 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.4132,2,3.1682,9,2.2245,4,5.9115,8,2.4964,0,0,0,0,1,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,2.7186,0,1,1,1,1,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7,1.4732,0,2,2,2,1,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,0.3222,0,3,3,3,1,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,4,4,4,1,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,5,5,5,1,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,6,6,6,1,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,7,7,7,1,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,0,2,2,0,1,test1.jpg,https://www.flickr.com/photos/julzyax1/8713189147/in/photolist-egXnz6-Kg97g6-paYQjg-cDWcvy-e84vQU-fyRQKZ-dzuwVL-nzCPJw-dzp3r6-SXXSvw-aEgXGF-dzp1D8-aEgZ6F-prcoQG-aEgYd8-dt9EJ8-qTHZUL-dX8ut3-6eqh7x-aEkMyA-avjf71-6eqgKg-pNpDbJ-6euqa5-bo2EMC-q8hCLb-od8yyX-daaz4w-26cjVxB-CXaGmV-C7hSHf-aqmunq-9ek8a1-YcbBUe-apPWHB-HnB8rt-pHQLfh-8YgHaC-aqHteN-d5THbj-5dgTxP-afp2aV-8hNoSm-qhSjJS-d5TqoA-98WoKM-cjnSxo-9b4u7a-d5Tnzf-f7AETL,CC BY-NC 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.3182,3,1.8983,8,4.8142,3,5.822,1,3.1748,0,0,0,0,1,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4,2.0055,0,1,1,1,1,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6,2.399,0,2,2,2,1,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,3,3,3,1,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,4,4,4,1,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,5,5,5,1,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,6,6,6,1,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,7,7,7,1,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,0,3,3,2,1,test3.jpg,https://www.flickr.com/photos/7487886@N04/35810127921/in/photolist-WyqgqD-DQSoP-6SrFCE-39ywib-39Bezs-9gt8aT-9gt83Z-eEgA9B-KnLx9-9gt8dK-HXwdie-2b6FA2g-4ekt5k-9ECfRg-2Zr5GQ-2Zr5mC-2Zr6kW-2Zr5Xu-2Zmyac-98TgbK-7U5XRj-am4oXb-98ThEB-2Bw3gh-vXo6D-Wt9U8o-DGiErb-DGiEqE-2m3CpV6-6E2aGG-6DXgqc-4PC3pQ-6HwMbx-dHYvkg-a2ycs-JLvMv-7k6DhM-bA81AL-8zwPFe-5nMrZu-3Ep2da-nhhd2L-DvDkr-81RkjZ-E1HXA-GzGH8Z-83vZYf-9krgXK-5nMxuU-DGiEqu,CC BY-NC 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.5657,1,1.1434,8,2.9164,4,13.1966,7,1.6471,0,0,0,0,1,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,2.6676,0,1,1,1,1,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,7.336,0,2,2,2,1,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,0.9584,0,3,3,3,1,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,4,4,4,1,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,5,5,5,1,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,6,6,6,1,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,7,7,7,1,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,0,4,4,3,1,test4.jpg,https://www.flickr.com/photos/8782469@N05/33550256294/in/photolist-T7HQjJ-6bL62X-gQ2ptt-eARbhf-dbgLvQ-uKUpgG-e6GNPD-e6iDuV-RwYJie-Ur28At-u6Dvwk-fwts3x-CgqS5E-dgJSNE-fwHPg9-bFQoWv-9qgCN-TQZT7E-475QF-v3ZBG9-v5TFQL-aQVeNV-49XCzE-e5Va7j-v3WosE-5jvzS-cBxjA5-fwJ2P3-TP86kq-eREpVC-rMTQZx-Um3k-ajziHj-CgqSzN-dgP2Ci-e6putY-652ZqG-eARzQm-6ikz1-vrGjvh-Chgvpm-pFFnYq-8bKoVw-eAsukg-daANXC-MwMMfW-5ArWsa-GMcDmn-bLo6CH-9KgagR,CC BY 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,6,6.2685,5,5.8934,1,1.536,9,3.5239,1,2.4864,5,1.2,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
,,,,,,,,,,,,,,,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,62,1,DreamStudyImages_rs1000x750g/Food/Objects_090_h.jpg,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,5,5.0886,1,0.3959,8,2.2715,1,1.2834,7,0.783,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
,,,,,,,,,,,,,,,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,146,1,DreamStudyImages_rs1000x750g/Vehicles/Objects_319_h.jpg,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,3,3.1558,4,5.6088,6,4.5499,1,5.8729,6,0.9197,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
,,,,,,,,,,,,,,,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,118,1,DreamStudyImages_rs1000x750g/Houses/Pollution 1.jpg,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,6,3.2066,1,2.4971,6,2.2744,1,3.0198,8,0.7259,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
,,,,,,,,,,,,,,,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,124,1,DreamStudyImages_rs1000x750g/Water/Beach 1.jpg,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,5,2.5948,1,0.6152,7,1.722,1,1.3133,3,2.1055,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
,,,,,,,,,,,,,,,last,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,
,,,,,,,,,,,,,,,,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,148,1,DreamStudyImages_rs1000x750g/Mammals/IAPS1600_horse3.jpg,,,
,,,,,,,,,,,,,,,main,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,6,2.6507,1,0.5762,6,3.4675,3,6.0152,2,0.9979,0,0,0,0,1,,,,,,,,,
,,,,,,,,,,,,,,,second,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,1,0.6841,0,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,third,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,6,0.8176,0,2,2,2,1,,,,,,,,,
,,,,,,,,,,,,,,,fourth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,
,,,,,,,,,,,,,,,fifth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,
,,,,,,,,,,,,,,,sixth,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,
,,,,,,,,,,,,,,,seventh,3,21,female,right,donders,2021-07-08_11h02.59.595,ImageRatingTask_S1,2021.1.4,Win32,60.07449237,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,
