slider_pre.response,slider_pre.rt,key_val.keys,key_val.rt,key_aro.keys,key_aro.rt,key_qual.keys,key_qual.rt,key_ncat.keys,key_ncat.rt,key_cats.keys,key_cats.rt,ncat_order.thisRepN,ncat_order.thisTrialN,ncat_order.thisN,ncat_order.thisIndex,ncat_order.ran,cond_cat,participant,age,gender,handedness (L/R),site (IMT/Donders),date,expName,psychopyVersion,OS,frameRate,img_trials.thisRepN,img_trials.thisTrialN,img_trials.thisN,img_trials.thisIndex,img_trials.ran,filename,slider_post.response,slider_post.rt,textbox_openfb.text
5,5.7458,num_6,9.0729,num_2,1.8696,num_9,1.5331,num_1,2.5293,num_3,0.7499,0,0,0,0,1,main,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,,,,,,,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,0,0,0,32,1,DreamStudyImages_rs1000x750g/Mammals/Animals_211_h.jpg,,,
,,num_6,2.94,num_2,1.1407,num_8,1.7436,num_1,1.058,num_3,1.0749,0,0,0,0,1,main,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,,,,,,,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,0,1,1,46,1,DreamStudyImages_rs1000x750g/Mammals/Animals_096_h.jpg,,,
,,num_5,1.6986,num_1,0.755,num_9,1.296,num_1,6.8815,num_6,1.7487,0,0,0,0,1,main,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,10,33,female,R,IMT,2021-07-14_09h34.18.336,ImageRatingTask_S3,2021.1.4,Win32,60.04563468,,,,,,,,,
