slider_pre.response,slider_pre.rt,key_val.keys,key_val.rt,key_aro.keys,key_aro.rt,key_qual.keys,key_qual.rt,key_ncat.keys,key_ncat.rt,key_cats.keys,key_cats.rt,ncat_order.thisRepN,ncat_order.thisTrialN,ncat_order.thisN,ncat_order.thisIndex,ncat_order.ran,cond_cat,participant,age,gender,handedness (L/R),site (IMT/Donders),date,expName,psychopyVersion,OS,frameRate,img_trials.thisRepN,img_trials.thisTrialN,img_trials.thisN,img_trials.thisIndex,img_trials.ran,filename,slider_post.response,slider_post.rt,textbox_openfb.text
6,7.1025,5,4.3892,2,2.7267,9,2.758,1,2.9869,5,1.0391,0,0,0,0,1,main,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
,,,,,,,,,,,,,,,,,,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,0,0,0,47,1,DreamStudyImages_rs1000x750g/Food/Objects_087_h.jpg,,,
,,1,4.1088,9,1.7097,9,2.5734,1,1.4839,5,1.7439,0,0,0,0,1,main,10,33,female,R,IMT,2021-07-11_18h06.30.239,ImageRatingTask_S2,2021.1.4,Win32,60.27364234,,,,,,,,,
