slider_pre.response,slider_pre.rt,key_val.keys,key_val.rt,key_aro.keys,key_aro.rt,key_qual.keys,key_qual.rt,key_ncat.keys,key_ncat.rt,key_cats.keys,key_cats.rt,ncat_order.thisRepN,ncat_order.thisTrialN,ncat_order.thisN,ncat_order.thisIndex,ncat_order.ran,cond_cat,participant,age,gender,handedness (L/R),site (IMT/Donders),date,expName,psychopyVersion,OS,frameRate,img_trials.thisRepN,img_trials.thisTrialN,img_trials.thisN,img_trials.thisIndex,img_trials.ran,filename,slider_post.response,slider_post.rt,textbox_openfb.text
4,6.1333,3,3.5929,3,1.6277,5,2.0227,1,1.2574,6,1.4974,0,0,0,0,1,main,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
,,,,,,,,,,,,,,,,,,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,0,0,0,62,1,DreamStudyImages_rs1000x750g/Houses/NDPS39_houseonfire.jpg,,,
,,4,2.5598,1,1.2693,5,1.6063,1,1.3243,3,1.3464,0,0,0,0,1,main,4,22,Female,R,Donders,2021-07-08_16h32.16.422,ImageRatingTask_S4,2021.1.4,Win32,59.88741167,,,,,,,,,
